Infraestructura Educativa,,,,,,,,,,
Unidad,Nombre Unidad,Zona Coplademun,Escuela,Ubicación,Director,Alumnos,Nivel,Descripción Nivel,Clase,Descripción Clase
217,Lomas de Guadalupe,5A,"Escuela de Natación para Bebes ""El Patito""",San Juan Bosco y Clouthier,,,8,Otros,2,Privado
217,Lomas de Guadalupe,5A,"Escuela de Natación ""CANAMA"" ","Clouthier N° 477, Telefóno 3124 1711",,,8,Otros,2,Privado
218,Lomas de la Primavera,7,"Estancia Infantil ""Mundo Magico"" (Sedesol)",Flor de Azucena N° 206,,,1,Inicial / Guarderia,1,Público
218,Lomas de la Primavera,7,"Preescolar ""Lomas de la Primavera"" T/V",Tepatitlán No. 2909.  Tel. 31806310,Dir. María Elizabeth Fregoso Zarate,,2,Preescolar,1,Público
218,Lomas de la Primavera,7,"Preescolar ""Lomas de la Primavera"" T/M","Tepatitlán Nº 2909, Tel. 31806310",Dir. María Elizabeth Fregoso Zarate,,2,Preescolar,1,Público
218,Lomas de la Primavera,7,"PRIMAVERA ""MANUEL GOMEZ MORIN"" T/M","JARDINES TAPATIOS, TEL. 10286546

",,,3,Primaria,1,Público
218,Lomas de la Primavera,7,Primaria Federal “Efraín González Luna”  T/V,"Nochebuena Nº , Tel.",Dir. Francisco Rubio Mora,,3,Primaria,1,Público
218,Lomas de la Primavera,7,"PRIMARIA ""NIÑOS HEROES"" T/V","JARDINES TAPATIOS, TEL. 10286546

",,,3,Primaria,1,Público
218,Lomas de la Primavera,7,Primaria Federal “Efraín González Luna”  T/M,"Nochebuena Nº , S/N",Dir. Clemencia de Jesús Luna Luna,,3,Primaria,1,Público
218,Lomas de la Primavera,7,Secundaria N° 52,Flor de Lirio,,,4,Secundaria,1,Público
220,Lomas de Tabachines ,2A,"Guarderia  ""CDI No. 6""  Tabachines",Paseo Araucaria No. 3157,,,1,Inicial / Guarderia,1,Público
220,Lomas de Tabachines ,2A,"PREESCOLAR ""LAZARO CARDENAS"" T/M","AVENIDA TABACHINES 26
",,,2,Preescolar,2,Privado
220,Lomas de Tabachines ,2A,"Jardín de Niños 211 ""Constancio Hernández A."" T/V",Maestros y Francisco Villa,,,2,Preescolar,,Desconocido
220,Lomas de Tabachines ,2A,"Preescolar Federal ""Paulo Freire""  T/M","Gardenea esquina  Jazmín, Tel. 38.61.87.53",Dir. María Guadalupe González Reyes,,2,Preescolar,1,Público
220,Lomas de Tabachines ,2A,"Preescolar Federal ""Paulo Freire""  T/V",Gardenea esquina Jazmín no hay tel.,Dir. Ma. de Lourdes Castellanos Magdalena,,2,Preescolar,1,Público
220,Lomas de Tabachines ,2A,"Jardín de Niños 211 ""Constancio Hernández A."" T/M",Maestros y Francisco Villa,,,2,Preescolar,,Desconocido
220,Lomas de Tabachines ,2A,Primaria Estatal “Adolfo López Mateos”  T/V,"Del Rosal Nº 89, Tel. 36663922",Dir. Jaime Velasco Covarrubias,,3,Primaria,1,Público
220,Lomas de Tabachines ,2A,Primaria Federal “Miguel Hidalgo y Costilla”  T/V,"Lázaro Cárdenas Nº 24, Tel. 3334433525",Dir. Héctor Salomón Juárez Matadamas,,3,Primaria,1,Público
220,Lomas de Tabachines ,2A,Primaria Federal “José Amador Pelayo”  T/M,"Lázaro Cárdenas Nº 24, Tel. 36727468",Dir. María Leticia Castellón González,458,3,Primaria,1,Público
220,Lomas de Tabachines ,2A,Primaria Estatal “Adolfo López Mateos”  T/M,"Del Rosal Nº 89, Tel. 33667487",Dir. Juan Ríos Fierros,,3,Primaria,1,Público
221,Lomas de Zapopan,3,"Preescolar Federal ""Idolina Gaona Ruiz""  T/V","Av. Paseo Torremolinos Nº 1998, Tel. 38342771",Dir. Fabiola M. Flores Rodríguez,,2,Preescolar,1,Público
221,Lomas de Zapopan,3,"Preescolar "" José María Morelos y Pavón"" T/M",Av. de la Mancha Nª 402 Tel. 36562864,Dir. Teresa Gallegos Gómez,,2,Preescolar,2,Privado
221,Lomas de Zapopan,3,"PREESCOLAR ""NIÑOS HEROES"" T/M","AVENIDA VALDEPEÑAS 1118
",,,2,Preescolar,2,Privado
221,Lomas de Zapopan,3,"PREESCOLAR ""MARIA MONTESSORI"" T/M","TRAFALGAR 2278
",,,2,Preescolar,2,Privado
221,Lomas de Zapopan,3,"PREESCOLAR ""COLEGIO ISABEL LA CATOLICA"" T/M","VILLACAÑAS 2612
",,,2,Preescolar,2,Privado
221,Lomas de Zapopan,3,Preescolar Desarrollo Educativo Infantil,"Campo Real Nº 112, Tel. ",,,2,Preescolar,,Desconocido
221,Lomas de Zapopan,3,"Preescolar Federal ""Idolina Gaona Ruiz""  T/V","Av. Paseo Torremolinos Nº 1998, Tel. 38342771",Dir. Martina Limón Gamez,176,2,Preescolar,1,Público
221,Lomas de Zapopan,3,"Preescolar Estatal ""Isidro Castillo Pérez""","Almería, Tel. 36566177",Dir. Lorena Ma. Rodríguez Esparza,181,2,Preescolar,1,Público
221,Lomas de Zapopan,3,"Preescolar Estatal ""Rebeca Cordero Rodríguez"" T/V","Almería, Tel. 36566177",Dir. Esperanza Rodríguez Esparza,123,2,Preescolar,1,Público
221,Lomas de Zapopan,3,"Preescolar Estatal ""Juana Inés de la Cruz""","Talavera Ote. Nº 2345, Tel. 36338546",Dir. Enc. Dulce Maria Soto Zamora,194,2,Preescolar,1,Público
221,Lomas de Zapopan,3,"Preescolar Estatal ""Jardín de Niños Nº 347""","Talavera Ote. Nº 2345, Tel. 36338546",Dir. Enc. Soledad Calderón,,2,Preescolar,1,Público
221,Lomas de Zapopan,3,"Preescolar ""Niño Artillero""","Torre Molinos Nª 2523, Tel. 33.65.72.57",Dir. Carmeline Sugheite Rodríguez Medina,,2,Preescolar,2,Privado
221,Lomas de Zapopan,3,"Preescolar ""Jean Piaget""","Av. De la Mancha Nº 717, Tel. 31656250",Dir. Norma Ibañez Camarena,,2,Preescolar,2,Privado
221,Lomas de Zapopan,3,"Preescolar ""Francisco González Bocanegra""",Montilla Nº. 1170,,,2,Preescolar,,Desconocido
221,Lomas de Zapopan,3,"Primaria "" CET Jarales "" (Centro Tecnológico y Deportivo los Jarales)","KM. 4 a Tesistán Nª1400, Tel.. 38342433",Dir. Ing. Arturo Rivera Hernández,,3,Primaria,2,Privado
221,Lomas de Zapopan,3,Primaria Estatal “Pedro Sarquis Merrewe”  T/M,"Algeciras y Talaveras, Tel. 36366790 y 36368838",Dir. María Eugenia Godoy Magaña,,3,Primaria,1,Público
221,Lomas de Zapopan,3,Primaria Federal “Juan Escutia”  T/V,"Av. Villa del Río Nº 2571, Tel. 38342457",Dir. María Elena Hernández Rodríguez,473,3,Primaria,1,Público
221,Lomas de Zapopan,3,Primaria Federal “Manuel Álvarez Miramontes”  T/V,"Av. Valdepeñas Nº 1305, Tel. 38345839",Dir. Elsa Balbuena Ramos,,3,Primaria,1,Público
221,Lomas de Zapopan,3,Primaria Federal “Nezahualcoyotl”  T/M,"Av. Valdepeñas Nº 1305, Tel. 38345839",Dir. Idolina Cosio Gaona,459,3,Primaria,1,Público
221,Lomas de Zapopan,3,Primaria Estatal “Clara María Maldonado González”  T/V,"Algeciras y Talaveras, Tel. 36369858 y 36364898",Dir. María de los Ángeles González Pelayo,,3,Primaria,1,Público
221,Lomas de Zapopan,3,"PRIMARIA ""JUAN RULFO"" T/M","AVENIDA DE LA MANCHA 1447, TEL. 38342477

",,,3,Primaria,2,Privado
221,Lomas de Zapopan,3,"PRIMARIA ""COLEGIO SIGLO XXI"" T/M","AVENIDA DE LA MANCHA 1447, TEL. 38342477

",,,3,Primaria,2,Privado
221,Lomas de Zapopan,3,Primaria Federal “Mariano Barcenas”  T/M,"Av. Villa del Río Nº 2571, Tel. 38241282",Dir. Leticia Margarita Arreola Morales,522,3,Primaria,1,Público
221,Lomas de Zapopan,3,Secundaria Técnica Federal Nº 160 T/ MAT-VESP,"Oasis, Tel. 38349143",Dir. María Elena Martínez Águilar,700,4,Secundaria,1,Público
221,Lomas de Zapopan,3,"Secundaría  ""CET Jarale "" “Centro Tecnológico y Deportivo Jarales” T/M",Km. 4 Carretera a Tesistán Nº 1400 Tel. 38342433,Dir. Arturo Rivera Hernández,,4,Secundaria,2,Privado
221,Lomas de Zapopan,3,"Preparatoria  ""CET Jarale""  (Centro Tecnolçogico y Deportivo Jarales""","Km. 4 Carretera a Tesistán Nº 1400, Tel. 38342433",Dir. Ing. Arturop Rivera Hernández,,5,Educación Media,2,Privado
221,Lomas de Zapopan,3,INOVACION EDUCATIVA,AVENIDA DE LA MANCHA 739,,,8,Otros,2,Privado
222,Lomas del Batán,1B,"Guardería ""Pequeño Mundo"" SEDESOL",Zapata No. 78,,,1,Inicial / Guarderia,1,Público
222,Lomas del Batán,1B,"Primaria ""21 de Marzo""",Josefa Ortíz de Dominguez,,,3,Primaria,1,Público
222,Lomas del Batán,1B,Primaria Federal “José Ma. Morelos y Pavón”  T/V,"Libertad y Prolongación Enrique Díaz de León, Tel. 33660925 y 35858903",Dir. Enc. Martha Elena Luna Salazar,,3,Primaria,1,Público
222,Lomas del Batán,1B,Primaria Federal “José Manuel López Cotilla”  T/M,"Libertad y Prolongación Enrique Díaz de León, Tel. 35856038",Dir. José Luis Castro,,3,Primaria,1,Público
222,Lomas del Batán,1B,"SECUNDARIA"" ANACLETO GONZALEZ FLORES"" T/M","OCCIDENTAL 39, TEL. 36722436

",,,4,Secundaria,2,Privado
222,Lomas del Batán,1B,Secundaria No. 13,Av. Constituyentes,,,4,Secundaria,1,Público
223,Lomas del Bosque,1A,"PRIMARIA ""GREENLANDS SCHOOL"" T/M","AVENIDA ACUEDUCTO 5056, TEL 14047770

",,,3,Primaria,2,Privado
223,Lomas del Bosque,1A,"SECUNDARIA ""GREENLANDS SCHOOL"" T/M","AVENIDA ACUEDUCTO 5056, TEL. 14047770

",,,4,Secundaria,2,Privado
223,Lomas del Bosque,1A,GREENLANDS SCHOOL,AVENIDA ACUEDUCTO 5056,,,5,Educación Media,2,Privado
224,Lomas del Camino,1B,Inexistente,,,,99,NINGUNO,99,NINGUNO
225,Lomas del Centinela,2A,"PREESCOLAR ""SILVIANO CARRILLO"" T/M","CEDROS 2566
",,,2,Preescolar,2,Privado
225,Lomas del Centinela,2A,Preescolar “Desarrollo en Armonía”,"Sacro Monte Nº 331, ",,,2,Preescolar,,Desconocido
225,Lomas del Centinela,2A,"PRIMARIA ""JUAN SORIANO"" T/M","SAN MIGUEL
",,,3,Primaria,1,Público
226,Lomas del Colli ,5A,Preescolar “Pablo Montesinos”,Paseo de las Lomas No. 24,Dir. María Laura Bustamante Chávez,,2,Preescolar,2,Privado
226,Lomas del Colli ,5A,Primaria Federal “Lázaro Cárdenas del Río”  T/M,Circuito Ángel Romero,Dir. María de la Paz Martínez Contreras,,3,Primaria,1,Público
228,Lomas del Refugio,2B,Preescolar Federal “Rosaura Zapata” T/M,"Chapala Nº 23, Tel. 38611468",Dir. Maribel Arías Mora,,2,Preescolar,1,Público
229,Lomas del Seminario Norte,5A,"Maternal ""Franz Schubert""","Doctores S/N, Telefóno 1078 0234",,,1,Inicial / Guarderia,2,Privado
229,Lomas del Seminario Norte,5A,"Preescolar ""Franz Schubert""","Doctores S/N, Telefóno 1078n 0234",,,2,Preescolar,2,Privado
230,Lomas del Valle,5B,"PREESCOLAR ""CENTRO EDUCATIVO PATRIA LIBERTAD E INTEGRACION"" T/M","AVENIDA NACIONES UNIDAS 6970
",,,2,Preescolar,2,Privado
230,Lomas del Valle,5B,"PRIMARIA "" CONCHITA BECERRA DE CELIS"" T/M y T/V","PASEO LOMAS ALTAS 665, TEL. 36428112 (T/M)

",,,3,Primaria,1,Público
230,Lomas del Valle,5B,"Secundaría Particular Femenil ""Colinas de San Javier” T/M","Paseo del Prado Nº 1210 y Av. Acueducto, Lomas del Valle 3ª Sección, Tel. 36488774 y 36418050
",Dir. Qca. María Teresa Mejía Navarro,,4,Secundaria,2,Privado
230,Lomas del Valle,5B,"SECUNDARIA ""SECUNDARIA DE LA UAG MIXTA"" T/M","AZTECAS
",,,4,Secundaria,2,Privado
230,Lomas del Valle,5B,PREPARATORIA U AUTONOMA DE GUADALAJARA,AVENIDA PATRIA 1201,,,5,Educación Media,2,Privado
230,Lomas del Valle,5B,"Preparatoria Femenil ""Colinas de San Javier""","Paseos del Prado Nº 1210, Tel. 36988774 y 36488824",Dir. Quimica Teresa Mejia Navarro,,5,Educación Media,2,Privado
230,Lomas del Valle,5B,ESCUELA DE RELACIONES INTERNACIONALES,AVENIDA PATRIA 1201,,,6,Universidad,2,Privado
230,Lomas del Valle,5B,ESCUELA DE FILOSOFIA Y LETRAS UAG,AVENIDA PATRIA 1201,,,6,Universidad,2,Privado
230,Lomas del Valle,5B,FACULTAD DE EDUCACIËN UAG,AVENIDA PATRIA 1201,,,8,Otros,2,Privado
230,Lomas del Valle,5B,FACULTAD DE DERECHO UAG,AVENIDA PATRIA 1201,,,8,Otros,2,Privado
232,Lomas Universidad,5A,Preescolar Estatal “Salvador Barragán Camacho”,"G. Leroux Nº 200, Tel. 36297918",Dir. Ernestina Aceves Velásquez,157,2,Preescolar,1,Público
232,Lomas Universidad,5A,"PRIMARIA ""ESPECIAL CON PROGRAMA DE INICIACION AL ARTE"" T/M","L ARIOSTO, TEL. 36290666

",,,3,Primaria,1,Público
232,Lomas Universidad,5A,Primaria Federal “Ignacio B. Pamplona” T/M,"Constantino Cavafis Nº 6117, Tel. 36736729",Dir. María Eugenia Vargas Pérez,,3,Primaria,1,Público
232,Lomas Universidad,5A,Primaria Estatal “Urbana Nº 990” T/V,"L. Ariosto, Tel. 33437459 y 33437450",Dir. Sofía Alonso Mendoza,,3,Primaria,1,Público
232,Lomas Universidad,5A,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS GUADALAJARA NORTE,AVENIDA VALLARTA 5888,,,5,Educación Media,2,Privado
232,Lomas Universidad,5A,UNIVERSIDAD DEL VALLE DE M?XICO CAMPUS ZAPOPAN,ANILLO PERIFERICO PONIENTE 7900,,,6,Universidad,2,Privado
232,Lomas Universidad,5A,UNIVERSIDAD DEL VALLE DE M?XICO CAMPUS ZAPOPAN,ANILLO PERIFERICO PONIENTE 7900,,,6,Universidad,2,Privado
232,Lomas Universidad,5A,"""Karate do Goyoriu""",Oscar Wild y Lautrec,,,8,Otros,2,Privado
232,Lomas Universidad,5A,UNIVERSIDAD DEL VALLE DE M?XICO CAMPUS ZAPOPAN,ANILLO PERIFERICO PONIENTE 7900,,,8,Otros,2,Privado
233,"Maestros, Los",1B,"Eduación Inicial ""Gabriel García Marquez""","Paulino Navarro Nº 825, Tel. 36333324",Dir. Mónica Rubio Barba,,1,Inicial / Guarderia,2,Privado
233,"Maestros, Los",1B,"PREESCOLAR ""ANNA FREUD"" T/M","LUIS PEREZ VERDIA 76
",,,2,Preescolar,2,Privado
233,"Maestros, Los",1B,"Preescolar Federal ""Salvador Gálvez Gutiérrez"" ","Vista Hermosa  y Marín Valdez  Nº 587, Tel. 36367791",Dir. Ma. Guadalupe Palomino Ruvalcaba,124,2,Preescolar,1,Público
233,"Maestros, Los",1B,"PREESCOLAR ""JEAN PIAGET"" T/M","MANUEL M TORTOLERO 132
",,,2,Preescolar,2,Privado
233,"Maestros, Los",1B,"Preescolar Centro Educativo ""Melani Klin""","Paulino Navarro y Francisco Mora No. 32, Tel: 38234821",,,2,Preescolar,2,Privado
233,"Maestros, Los",1B,"PREESCOLAR ""IDOLINA GAONA DE COSIO"" T/M","MA DE JESUS ROMO DE VIVAR 169
",,,2,Preescolar,2,Privado
233,"Maestros, Los",1B,"PREESCOLAR ""PEDAGOGICO OVIDIO DECROLY"" T/V","EVA ARCE DE RIVERA 82 A
",,,2,Preescolar,2,Privado
233,"Maestros, Los",1B,"Primaria Estatal ""Rosario Castellanos"" T/M","Epigmenio Preciado Nº 415 y Basilio Vadillo , Tel. 38340258 y 38533105",Dir. Javier Ignacio Bañuelos Anaya,,3,Primaria,1,Público
233,"Maestros, Los",1B,"Primaria Estatal ""Rosario Castellanos"" T/V","Epigmenio Preciado Nº 415 y Basilio Vadillo, Tel. 38231372",Dir. Luz Elena Bañuelos Anaya,,3,Primaria,1,Público
233,"Maestros, Los",1B,"SECUNDARIA ""JEAN PIAGET"" T/M","MANUEL M TORTOLERO 132, TEL. 33421448
",,,4,Secundaria,2,Privado
233,"Maestros, Los",1B,"SECUNDARIA ""CENTRO ESCOLAR ANNA FREUD"" T/M","LUIS PEREZ VERDIA 76, TEL. 36561626

",,,4,Secundaria,2,Privado
234,"Magdalena, La",RS,"Preescolar Federal ""Nueva Creación""",Hidalgo Nº 4,Dir. María Cristina Torres Olachea,,2,Preescolar,1,Público
234,"Magdalena, La",RS,"Preescolar Federal ""Magdalena Cueva""",Hidalgo Nº 4,Dir. Blanca Estela Aguayo López,,2,Preescolar,1,Público
234,"Magdalena, La",RS,Primaria Federal “Josefa Ortiz de Domínguez” T/M,"Hidalgo Nº 2, Tel. 38341849",Dir. José Rosario Chávez Gamiño,,3,Primaria,1,Público
234,"Magdalena, La",RS,Primaria Federal “Leona Vicario” T/V,"Hidalgo Nº 2, Tel. 38341849",Dir. José de Jesús Tortolero García,,3,Primaria,1,Público
234,"Magdalena, La",RS,"Secundaria Técnica Federal “Severiano Casillas Ramírez, T/MAT-VESP","Lirio, Tel. 38971542",Dir. Magdalena del Pilar Mostassi Reyes,792,4,Secundaria,1,Público
234,"Magdalena, La",RS,PrepaColegio de Estudios Científicos y Tecnológicos del Estado de Jalisco (CECYTEJ) Plantel Tesistán,"Camino Tesistán-La Magdalena No.500, Tel.3897-1297/2645, T/M y T/V",Dir. Lic. Bernardette de Lourdes García Sánchez,,5,Educación Media,1,Público
235,"Mante, El",8,"Preescolar Estatal ""Sor Juana Inés de la Cruz""","Colima Nº 238, Tel. 36123342",Dir. Margarita González Fregoso,136,2,Preescolar,1,Público
235,"Mante, El",8,"Preescolar Estatal ""Estefanía Castañeda""","Colima Nº 238, Tel. 36123347",Dir. María Gisela Orozco Espinoza,126,2,Preescolar,1,Público
235,"Mante, El",8,Primaria Federal “Rita Pérez de Moreno” T/M,"Michoacán Nº 186, Tel. 31251462 y 38335803",Dir. Antonio Ridan Orendain,,3,Primaria,1,Público
235,"Mante, El",8,Primaria Federal “Pedro Moreno”  T / Ves,"Michoacán Nº 186, Tel. 36310428",Dir. Irma Guadalupe Torres Díaz,,3,Primaria,1,Público
235,"Mante, El",8,"Secundaria Federal  No. 80 ""Laura Cosio Mejia"" T/M y T/V","Constitución Nº 100, Tel. 36843417",Dir. Ma. Guadalupe Jiménez Baltazar,893,4,Secundaria,1,Público
236,Marcelino García Barragán,3,"PREESCOLAR "" INSTITUTO TANESQUE"" T/M","ANTIGUO CAMINO A COPALITA
",,,2,Preescolar,2,Privado
236,Marcelino García Barragán,3,Preescolar Estatal “Federico Froebel” T/M,San Miguel,Dir. Martha Eugenia Mena Arreguin,133,2,Preescolar,1,Público
236,Marcelino García Barragán,3,Preescolar Estatal “Federico Froebel” T/V,San Miguel,Dir. Gemma Margarita Fernández Gómez,88,2,Preescolar,1,Público
236,Marcelino García Barragán,3,"Preescolar ""Sor Juana Ines de la Cruz "" T/M","Aguacate Nª1862, 38334247 y 38334420",Dir. María del Consuelo Hernández Jiménez,,2,Preescolar,2,Privado
236,Marcelino García Barragán,3,Primaria Estatal “Miguel Hidalgo y Costilla” T/V,"San Miguel, Tel. 36242113 y 38533105",Dir. Manuel Romo Loera,,3,Primaria,1,Público
236,Marcelino García Barragán,3,Primaria Estatal “Miguel Hidalgo y Costilla” T/M,"San Miguel, Tel. 36242113 y 38533105",Dir. Carlos Jesús Martínez Ramos,,3,Primaria,1,Público
236,Marcelino García Barragán,3,Primaria “Sor Juana Inés de la Cruz” T/M,"Aguacate Nº 1862, Tel. 36331339, 38334247 y 38334420",Dir. María del Consuelo Hernández Jiménez,,3,Primaria,2,Privado
236,Marcelino García Barragán,3,"PRIMARIA ""INSTITUTO TANESQUE"" T/M","ANTIGUO CAMINO A COPALITA, TEL. 13717458

",,,3,Primaria,2,Privado
237,Mariano Otero,7,ITZTLI,"PERLA 2470
",,,1,Inicial / Guarderia,2,Privado
237,Mariano Otero,7,COMUNIDAD EDUCATIVA SOCIO CONSTRUCTIVISTA,"PROLONGACION MARIANO OTERO 1741
",,,2,Preescolar,2,Privado
237,Mariano Otero,7,"Preescolar ""Estancia Infantil Libertad"" ","Coral No. 230,  Tel. 10281373",Dir. Margarita Ortega Martinez,,2,Preescolar,2,Privado
237,Mariano Otero,7,Preescolar “Citlaltzintli”  T/M,"Lázaro Cárdenas Nº 2071, Tel. 10286816",Dir. Maria Angelica Morales Reyes,,2,Preescolar,1,Público
237,Mariano Otero,7,"Jardin de Niños ""Jose Vasconcelos""",Turqueza # 1462 Tel. 31800022,,,2,Preescolar,2,Privado
237,Mariano Otero,7,"Preescolar ""Instituto Juan Bosco""","Azaleas Nº 1520, tel. 36318461  31807636. ",Dir. Bertha Solís Millán,,2,Preescolar,2,Privado
237,Mariano Otero,7,Preescolar “Citlaltzintli”  T/V,"Lázaro Cárdenas Nº 2071, Tel. 10286816",Dir. María Teresa Hortiguela Olmos,,2,Preescolar,1,Público
237,Mariano Otero,7,"Preescolar ""Cruz de Lorena"" T/M","Granito Nº 2174, Tel. 31809191.",Dir. Dolores López Cabral,,2,Preescolar,2,Privado
237,Mariano Otero,7,Primaria “Cruz de Lorena”  ,"Granito Nº 2174, Tel. 31809191",Dir. Ma. Dolores López Cabral.,,3,Primaria,2,Privado
237,Mariano Otero,7,"Primaria Federal ""Jose Vasconsuelos"" T/M",Belisario Dominguez No. ,Dir. Ma. de Jesús Sánchez López,,3,Primaria,1,Público
237,Mariano Otero,7,Primaria “Paulo Freire”  T/M,"Belisario Domínguez Nº 675, Tel. 34777700",Dir. María Guadalupe Islas Riveros,,3,Primaria,2,Privado
237,Mariano Otero,7,"Primaria ""24 de Octubre"" T/V",Belizario Dominiguez # 675 ,Dir.Clemencia Luna Luna,,3,Primaria,1,Público
237,Mariano Otero,7,Primaria Federal “José Vasconcelos”  T/M,"Belisario Domínguez Nº , Tel. 31806378",Dir. Eng. Graciela Navarrete Sánchez,,3,Primaria,1,Público
237,Mariano Otero,7,Primaria Ricardo Flores Magon T/V,"Belisario Dominguez,",Dir. Salvador González,,3,Primaria,1,Público
237,Mariano Otero,7,Primaria  “Instituto Don Bosco”  T/M,"Azaleas Nº 1520, Tel. 36318461 y 31807633",Dir. Bertha Solís Millán,,3,Primaria,2,Privado
237,Mariano Otero,7,Secundaria  “Instituto Juan Bosco” T/M,"Azaleas Nº 1520, Tel. 36318461 y 31807633
",Dir. Bertha Solís de Ruíz,,4,Secundaria,2,Privado
237,Mariano Otero,7,Secundaria Técnica Federal T/V,Av. Tepeyac Nº 2350 Tel. 31803003,Dir. Dionisio Meza Andrade ,,4,Secundaria,1,Público
237,Mariano Otero,7,Secundaria Técnica Federal 136 T/MAT-VESP,Av. Tepeyac Nº 2350  Tel. 31803003,Dir.Dionisio Meza Andrade,,4,Secundaria,1,Público
237,Mariano Otero,7,Centro de Atencion Multiples  Niños Heroes ejerce como privado,,,95,7,Centro de Educación Especial,1,Público
237,Mariano Otero,7,Centro de Atención Múltiple (CAM Nº 16) “Niños Héroes”,"Prolongación Pino Suárez S/N, (entre Arroyo y Camino Nacional), Tel. 31250081",Dir. Arturo Villalobos Cortes,,7,Centro de Educación Especial,1,Público
238,"Martinica, La",2A,Preescolar Federal “Juan Escutia”,"Unión de Colonos, Tel. 12104778",Dir. María de Jesús Órnelas García.,,2,Preescolar,1,Público
238,"Martinica, La",2A,"PREESCOLAR ""AGUSTIN MELGAR"" T/V","UNION DE COLONOS
",,,2,Preescolar,1,Público
238,"Martinica, La",2A,Primaria Federal “Emiliano Zapata” T/M,"Pípila Nº 151, Tel. 36736377",Dir. Juan Carlos Elgera Ortega,,3,Primaria,1,Público
238,"Martinica, La",2A,Primaria Federal “Juan Escutia” T/N,"Pípila Nº 151, Tel. 36736377",Dir. José Luís Castro,222,3,Primaria,1,Público
238,"Martinica, La",2A,Primaria Federal “Lázaro Cárdenas del Río” T/V,"Pípila Nº 151, Tel. 3334699679 y 36609816
",Dir. Marlene Burgos Rivero,,3,Primaria,1,Público
239,Mesa Colorada ,RN,Preescolar Federal “Narciso Mendoza”,Ocelot No.,Dir. Josefina Hernández García.,,2,Preescolar,1,Público
240,Mesa Colorada Poniente,2B,"Presscolar ""Narcizo Mendoza""",No tiene edificio,,,2,Preescolar,1,Público
240,Mesa Colorada Poniente,2B,Preescolar Estatal “Magdalena Cueva y Cueva”,Calli y Comitl,Dir. Adriana  del Carmen Cazares de la Torre,,2,Preescolar,1,Público
240,Mesa Colorada Poniente,2B,IRENE ROBLEDO GARCIA,"ELOTE 80 A
",,,2,Preescolar,2,Privado
240,Mesa Colorada Poniente,2B,ANTONIO ALCALDE,"XOCHIQUETZAL 2064
",,,2,Preescolar,2,Privado
240,Mesa Colorada Poniente,2B,TENOCH,"CALLI
",,,2,Preescolar,1,Público
